"site_id","order_id","payload_id","pricing_plant_id","quantity","payload_event_batch_start_time","payload_event_batch_end_time","payload_event_departure_time","payload_event_arrival_time","payload_event_pouring_start_time","payload_event_pouring_finish_time","payload_event_wash_time","payload_event_to_plant_time","payload_event_at_plant_time","pour_lat","pour_long"
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","e5fe09e5-feee-4d7c-959d-2be4876416c9","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 14:49:52.000","2022-08-03 14:57:50.000","2022-08-03 15:09:06.000","2022-08-03 15:50:54.000","2022-08-03 16:08:09.000","2022-08-03 16:22:58.000","2022-08-03 16:22:58.000","2022-08-03 16:35:04.000","2022-08-03 17:12:35.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","50d99c6d-9e75-480f-99a3-f59140fcd7d4","1598b787-e397-4d22-b8e8-738600a81c7a","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-03 16:08:05.000","2022-08-03 16:12:14.000","2022-08-03 16:24:05.000","2022-08-03 16:54:59.000","2022-08-03 17:12:39.000","2022-08-03 17:20:40.000","2022-08-03 17:20:40.000","2022-08-03 17:47:48.000","2022-08-03 18:29:56.000","42.350113","-71.102169"
"7a7b13ad-e08f-440e-98ae-00358447798b","7cbdd6ef-a994-4d84-8016-8ed3913e0676","1c8c14c3-a89f-4fd2-a0c5-e8b2fbb87e5b","bee71a1d-573f-4aee-ba50-4438524b0c49","4.00","2022-03-03 13:32:40.000","2022-03-03 13:42:35.000","2022-03-03 13:52:38.000","2022-03-03 14:21:25.000","2022-03-03 15:06:48.000","2022-03-03 18:14:04.000","2022-03-03 18:14:04.000","2022-03-03 18:38:31.000","2022-03-03 19:02:06.000","42.350198","-71.103522"
"7a7b13ad-e08f-440e-98ae-00358447798b","ed3b524c-762e-433b-8263-e0b248edb86b","c9a88a7f-1296-43ed-ab12-f912925e8c93","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-28 10:51:58.000","2022-09-28 10:57:16.000","2022-09-28 11:05:08.000","2022-09-28 11:49:00.000","2022-09-28 12:22:42.000","2022-09-28 12:47:29.000","2022-09-28 12:47:29.000","2022-09-28 12:50:40.000","2022-09-28 13:51:12.000","42.350043","-71.103263"
"7a7b13ad-e08f-440e-98ae-00358447798b","ed3b524c-762e-433b-8263-e0b248edb86b","0a045c2e-cf12-46b8-8bb5-147df05ed691","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-28 10:30:43.000","2022-09-28 10:36:06.000","2022-09-28 10:48:25.000","2022-09-28 11:27:53.000","2022-09-28 11:46:09.000","2022-09-28 12:14:59.000","2022-09-28 12:14:59.000","2022-09-28 12:18:03.000","2022-09-28 13:01:20.000","42.349574","-71.100504"
"7a7b13ad-e08f-440e-98ae-00358447798b","ed3b524c-762e-433b-8263-e0b248edb86b","ceece51f-c3af-402d-8529-cc2acee909c1","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00",,,,,,,,,,,
"7a7b13ad-e08f-440e-98ae-00358447798b","ed3b524c-762e-433b-8263-e0b248edb86b","9680ca89-4b5e-4125-b7c1-ca1796e47baf","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-09-28 11:14:20.000","2022-09-28 11:22:22.000","2022-09-28 11:30:11.000","2022-09-28 12:25:33.000","2022-09-28 12:54:02.000","2022-09-28 13:18:41.000","2022-09-28 13:18:41.000","2022-09-28 13:40:01.000","2022-09-28 14:31:39.000","42.350226","-71.103224"
"7a7b13ad-e08f-440e-98ae-00358447798b","9ae6b3cc-2d46-41f9-a9a9-a3ab1b7fe611","f67f9dd3-b18b-4dc5-8522-d6e28f7542d4","bee71a1d-573f-4aee-ba50-4438524b0c49","3.00","2022-07-12 15:30:34.000","2022-07-12 15:39:47.000","2022-07-12 15:53:11.000","2022-07-12 16:28:25.000","2022-07-12 16:33:55.000","2022-07-12 17:26:21.000","2022-07-12 17:26:21.000","2022-07-12 17:34:35.000","2022-07-12 18:32:58.000","42.352853","-71.121077"
"7a7b13ad-e08f-440e-98ae-00358447798b","da914958-d51e-4c72-8746-bb5d2ccde475","0844324d-84d8-4940-81f2-57ac09fee8d6","964ee7a6-4e49-4aad-8768-1fabf85966eb","5.00","2022-08-26 14:48:43.000","2022-08-26 14:54:34.000","2022-08-26 15:05:55.000","2022-08-26 15:38:01.000","2022-08-26 15:45:16.000","2022-08-26 16:00:21.000","2022-08-26 16:00:21.000","2022-08-26 18:13:37.000","2022-08-26 18:52:18.000","42.350524","-71.103172"
"7a7b13ad-e08f-440e-98ae-00358447798b","f81bf386-ec1e-4e75-8dfe-ddda97b88336","f2a12803-a585-43d9-bb1f-ba3dbffb8ad3","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-05-23 15:43:16.000","2022-05-23 15:48:22.000","2022-05-23 15:59:04.000","2022-05-23 16:25:53.000","2022-05-23 16:36:02.000","2022-05-23 17:56:01.000","2022-05-23 17:56:01.000","2022-05-23 18:06:40.000","2022-05-23 18:39:45.000","42.350091","-71.103435"
"7a7b13ad-e08f-440e-98ae-00358447798b","97477318-41b4-4c46-97fe-08d131c563ce","02c59be9-e5a0-4573-a2a5-941651d2a106","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-21 10:46:11.000","2022-10-21 10:51:39.000","2022-10-21 11:01:10.000","2022-10-21 11:34:12.000","2022-10-21 11:48:40.000","2022-10-21 12:04:59.000","2022-10-21 12:04:59.000","2022-10-21 12:11:04.000","2022-10-21 12:46:37.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","97477318-41b4-4c46-97fe-08d131c563ce","a559ebfe-6505-4336-8252-f86f8c85353c","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-21 11:56:28.000","2022-10-21 12:01:41.000","2022-10-21 12:11:52.000","2022-10-21 12:49:44.000","2022-10-21 13:05:44.000","2022-10-21 13:17:51.000","2022-10-21 13:17:51.000","2022-10-21 14:37:38.000","2022-10-21 14:59:27.000","42.349724","-71.093574"
"7a7b13ad-e08f-440e-98ae-00358447798b","97477318-41b4-4c46-97fe-08d131c563ce","2f545d2d-fec4-46c8-abed-56084b30f440","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-21 11:31:44.000","2022-10-21 11:38:00.000","2022-10-21 11:42:36.000","2022-10-21 12:23:39.000","2022-10-21 12:41:52.000","2022-10-21 12:56:17.000","2022-10-21 12:56:17.000","2022-10-21 13:00:21.000","2022-10-21 13:20:01.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","97477318-41b4-4c46-97fe-08d131c563ce","ec27840b-f9e0-44fd-96ba-7f57e58301e7","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-21 11:13:45.000","2022-10-21 11:19:36.000","2022-10-21 11:33:44.000","2022-10-21 12:12:39.000","2022-10-21 12:18:08.000","2022-10-21 12:31:46.000","2022-10-21 12:31:46.000","2022-10-21 12:35:42.000","2022-10-21 13:02:29.000","42.349642","-71.103657"
"7a7b13ad-e08f-440e-98ae-00358447798b","97477318-41b4-4c46-97fe-08d131c563ce","ea0f9614-672f-4ca0-9511-f7bc9ac5bbd7","964ee7a6-4e49-4aad-8768-1fabf85966eb","1.00","2022-10-21 10:42:10.000","2022-10-21 10:46:05.000","2022-10-21 11:04:56.000",,,,,"2022-10-21 11:49:03.000","2022-10-21 12:21:52.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","208e81b1-b4c7-48a4-bdcd-b12f82e9433b","07874d96-3aad-4612-8ac9-2aff39807579","bee71a1d-573f-4aee-ba50-4438524b0c49","9.00","2022-07-20 13:24:22.000","2022-07-20 13:28:28.000","2022-07-20 13:41:10.000","2022-07-20 14:14:45.000","2022-07-20 14:21:15.000","2022-07-20 14:32:36.000","2022-07-20 14:32:36.000","2022-07-20 14:45:17.000","2022-07-20 15:16:16.000","42.350175","-71.103269"
"7a7b13ad-e08f-440e-98ae-00358447798b","6b5ad411-c7a3-40cb-83d2-1f539218b4f9","5d857b57-061b-48ef-b50e-d4c4c267b72a","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-06-23 16:26:40.000","2022-06-23 16:32:52.000","2022-06-23 16:43:45.000","2022-06-23 17:15:30.000","2022-06-23 17:32:18.000","2022-06-23 17:47:40.000","2022-06-23 17:47:40.000","2022-06-23 17:56:11.000","2022-06-23 18:41:08.000","42.350153","-71.102804"
"7a7b13ad-e08f-440e-98ae-00358447798b","6b5ad411-c7a3-40cb-83d2-1f539218b4f9","048e003f-3d89-4881-95dc-3ae3c01b9fa7","964ee7a6-4e49-4aad-8768-1fabf85966eb","8.00","2022-06-23 16:52:26.000","2022-06-23 16:58:40.000","2022-06-23 17:15:03.000","2022-06-23 17:50:13.000","2022-06-23 18:06:39.000","2022-06-23 18:25:39.000","2022-06-23 18:25:39.000","2022-06-23 18:41:29.000","2022-06-23 19:28:51.000","42.350311","-71.102615"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","b3c37cdf-5843-4a40-a41e-684e0a9b42c2","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 13:22:24.000","2022-10-19 13:28:43.000","2022-10-19 13:40:16.000","2022-10-19 14:25:33.000","2022-10-19 15:11:51.000","2022-10-19 15:24:34.000","2022-10-19 15:24:34.000","2022-10-19 15:36:10.000","2022-10-19 16:16:13.000","42.349835","-71.103076"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","fe46121e-c8b9-40a6-898f-fed83537450c","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 10:31:56.000","2022-10-19 10:34:45.000","2022-10-19 10:47:54.000","2022-10-19 11:26:54.000","2022-10-19 11:46:31.000","2022-10-19 12:11:09.000","2022-10-19 12:11:09.000","2022-10-19 12:14:41.000","2022-10-19 12:46:38.000","42.349573","-71.102075"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","50172a7c-94e4-4b6c-a961-a351a7feebfd","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 11:35:10.000","2022-10-19 11:40:34.000","2022-10-19 12:00:39.000","2022-10-19 12:44:52.000","2022-10-19 13:07:00.000",,"2022-10-19 13:35:03.000","2022-10-19 13:56:33.000","2022-10-19 13:56:39.000","42.349857","-71.103446"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","f2ee3d1f-74b0-4095-9045-4d3ba17fc3e2","964ee7a6-4e49-4aad-8768-1fabf85966eb","1.00","2022-10-19 10:28:12.000","2022-10-19 10:30:42.000","2022-10-19 10:38:14.000","2022-10-19 11:12:08.000","2022-10-19 11:55:49.000","2022-10-19 12:00:40.000","2022-10-19 12:00:40.000","2022-10-19 12:11:41.000","2022-10-19 12:36:29.000","42.349753","-71.103230"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","e309ae64-c273-4c76-96e2-b524ff4ee02a","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 10:54:41.000","2022-10-19 11:00:29.000","2022-10-19 11:09:20.000","2022-10-19 11:58:02.000","2022-10-19 12:19:18.000","2022-10-19 12:29:58.000","2022-10-19 12:29:58.000","2022-10-19 12:33:08.000","2022-10-19 13:13:58.000","42.349859","-71.103245"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","6a15c4a8-c63d-42ab-b28f-184225df5ed8","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 11:18:02.000","2022-10-19 11:23:52.000","2022-10-19 11:31:06.000","2022-10-19 12:24:25.000","2022-10-19 12:38:48.000","2022-10-19 12:53:15.000","2022-10-19 12:53:15.000","2022-10-19 12:57:41.000","2022-10-19 13:28:25.000","42.349746","-71.103278"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","434ed0d2-f62e-4711-b478-ad8194ce4218","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 12:48:40.000","2022-10-19 12:53:27.000","2022-10-19 13:03:03.000","2022-10-19 13:38:10.000","2022-10-19 13:55:34.000","2022-10-19 14:11:28.000","2022-10-19 14:11:28.000","2022-10-19 14:17:25.000","2022-10-19 15:11:10.000","42.349768","-71.103630"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","9ccbca2b-2d72-427a-a155-f4f7c264a141","964ee7a6-4e49-4aad-8768-1fabf85966eb","6.00","2022-10-19 15:41:27.000","2022-10-19 15:47:28.000","2022-10-19 15:56:33.000","2022-10-19 16:26:00.000","2022-10-19 16:31:25.000","2022-10-19 16:45:53.000","2022-10-19 16:45:53.000","2022-10-19 17:05:16.000","2022-10-19 18:13:16.000","42.350042","-71.103286"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","fba9f61b-d95c-4e3b-b8e9-cf8d9e08356a","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 14:39:39.000","2022-10-19 14:45:35.000","2022-10-19 14:55:43.000","2022-10-19 15:30:47.000","2022-10-19 15:40:44.000","2022-10-19 15:55:28.000","2022-10-19 15:55:28.000","2022-10-19 16:17:53.000","2022-10-19 16:56:00.000","42.349798","-71.103332"
"7a7b13ad-e08f-440e-98ae-00358447798b","7db846df-5905-4a59-bbac-c539f08f1bcd","2504a885-8811-4fbc-8d9b-e8907d72328e","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-19 12:33:56.000","2022-10-19 12:34:45.000","2022-10-19 12:48:42.000","2022-10-19 13:47:08.000","2022-10-19 14:23:56.000","2022-10-19 14:53:49.000","2022-10-19 14:53:49.000","2022-10-19 15:04:15.000","2022-10-19 15:40:54.000","42.349778","-71.103091"
"7a7b13ad-e08f-440e-98ae-00358447798b","72498141-c42e-4928-8ba6-1868843433b5","8217872f-24b5-4c59-82dc-2f055fe84fb0","964ee7a6-4e49-4aad-8768-1fabf85966eb","6.00","2022-06-03 12:01:31.000","2022-06-03 12:07:01.000","2022-06-03 12:24:28.000","2022-06-03 13:01:02.000","2022-06-03 13:12:44.000","2022-06-03 14:15:31.000","2022-06-03 14:15:31.000","2022-06-03 14:28:32.000","2022-06-03 15:07:33.000","42.350138","-71.103353"
"7a7b13ad-e08f-440e-98ae-00358447798b","5f1b36a1-6896-4189-99c9-eb1189f58de9","ffb5e415-b7ce-40ce-a9ff-ec441a4fb21d","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-11 14:44:37.000","2022-08-11 14:49:20.000","2022-08-11 14:56:33.000","2022-08-11 15:27:46.000","2022-08-11 15:39:26.000","2022-08-11 16:13:42.000","2022-08-11 16:13:42.000","2022-08-11 16:25:58.000","2022-08-11 17:11:00.000","42.350178","-71.102728"
"7a7b13ad-e08f-440e-98ae-00358447798b","5f1b36a1-6896-4189-99c9-eb1189f58de9","77bf74e8-426a-4286-9b1f-91cf68e352cb","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-11 15:22:50.000","2022-08-11 15:27:28.000","2022-08-11 15:36:57.000","2022-08-11 16:07:15.000","2022-08-11 17:15:39.000","2022-08-11 18:16:46.000","2022-08-11 18:16:46.000","2022-08-11 18:31:46.000","2022-08-11 19:09:20.000","42.350120","-71.103309"
"7a7b13ad-e08f-440e-98ae-00358447798b","5f1b36a1-6896-4189-99c9-eb1189f58de9","d1498744-f8a7-48f5-9a7a-8dcda33f02f1","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-08-11 15:10:56.000","2022-08-11 15:15:54.000","2022-08-11 15:24:34.000","2022-08-11 15:55:53.000","2022-08-11 16:30:18.000","2022-08-11 17:15:02.000","2022-08-11 17:15:02.000","2022-08-11 17:41:27.000","2022-08-11 18:14:07.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","daabf235-c07f-44fc-9bf3-ccc33251e2be","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-27 11:45:45.000","2022-10-27 11:51:24.000","2022-10-27 12:00:10.000","2022-10-27 12:57:41.000","2022-10-27 13:23:28.000","2022-10-27 13:39:41.000","2022-10-27 13:39:41.000","2022-10-27 14:05:58.000","2022-10-27 14:42:29.000","42.350076","-71.103459"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","80e65f59-d193-4541-936b-6549f6561686","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-27 10:59:39.000","2022-10-27 11:07:23.000","2022-10-27 11:18:13.000","2022-10-27 12:12:46.000","2022-10-27 12:32:43.000","2022-10-27 12:48:29.000","2022-10-27 12:48:29.000","2022-10-27 12:51:01.000","2022-10-27 13:25:31.000","42.349955","-71.103623"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","64485287-3a27-49a7-bc04-35cd065c82f9","964ee7a6-4e49-4aad-8768-1fabf85966eb","1.00","2022-10-27 10:13:40.000","2022-10-27 10:18:10.000","2022-10-27 10:32:03.000","2022-10-27 11:03:08.000","2022-10-27 11:23:21.000","2022-10-27 11:25:48.000","2022-10-27 11:25:48.000","2022-10-27 11:27:54.000","2022-10-27 12:13:53.000","42.350050","-71.103400"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","9f7e3dc4-baf6-4a80-b284-fc153c6c34af","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-27 10:32:03.000","2022-10-27 10:38:05.000","2022-10-27 10:56:29.000","2022-10-27 11:35:11.000","2022-10-27 11:56:50.000","2022-10-27 12:24:21.000","2022-10-27 12:24:21.000","2022-10-27 12:28:30.000","2022-10-27 13:12:42.000","42.349838","-71.103471"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","93f272cd-f7c5-45cb-8ab3-2a12fcb072a6","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-27 10:17:19.000","2022-10-27 10:22:27.000","2022-10-27 10:38:37.000","2022-10-27 11:10:51.000","2022-10-27 11:33:07.000","2022-10-27 11:48:39.000","2022-10-27 11:48:39.000","2022-10-27 11:52:53.000","2022-10-27 12:32:32.000","42.349952","-71.103673"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","181e6b8f-98da-4a81-b4c6-f6213d4a008b","964ee7a6-4e49-4aad-8768-1fabf85966eb","8.00","2022-10-27 13:24:51.000","2022-10-27 13:31:23.000","2022-10-27 13:49:24.000","2022-10-27 14:27:45.000","2022-10-27 14:35:57.000","2022-10-27 15:44:39.000","2022-10-27 15:44:39.000","2022-10-27 15:56:17.000","2022-10-27 16:26:49.000","42.350052","-71.103380"
"7a7b13ad-e08f-440e-98ae-00358447798b","8839777c-3672-4dfb-96e1-caaf387f0cb1","32298723-415e-49f2-abb6-3a993cce288b","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00","2022-10-27 11:28:06.000","2022-10-27 11:33:47.000","2022-10-27 11:41:46.000","2022-10-27 12:34:28.000","2022-10-27 12:54:32.000","2022-10-27 13:13:29.000","2022-10-27 13:13:29.000","2022-10-27 13:16:42.000","2022-10-27 13:44:17.000","42.349943","-71.103501"
"7a7b13ad-e08f-440e-98ae-00358447798b","c6bf39c3-1a6c-4021-a100-8aea74e9db40","67e731fb-ae01-49e0-a34e-76b4294b2198","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-08-15 15:01:24.000","2022-08-15 15:05:30.000","2022-08-15 15:16:25.000","2022-08-15 15:43:54.000","2022-08-15 15:50:56.000","2022-08-15 16:31:50.000","2022-08-15 16:31:50.000","2022-08-15 16:42:24.000","2022-08-15 17:07:04.000","42.349862","-71.103597"
"7a7b13ad-e08f-440e-98ae-00358447798b","7f1ef733-c5e0-414b-89b0-1779ea41c750","d8077f4a-eaed-4174-b6f5-947c835ea88b","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-09-09 16:34:06.000","2022-09-09 16:38:35.000","2022-09-09 16:46:44.000","2022-09-09 17:20:52.000","2022-09-09 17:32:15.000","2022-09-09 17:45:41.000","2022-09-09 17:45:41.000","2022-09-09 17:54:20.000","2022-09-09 18:32:47.000","42.350232","-71.103392"
"7a7b13ad-e08f-440e-98ae-00358447798b","7f1ef733-c5e0-414b-89b0-1779ea41c750","e5362d59-e986-4785-b9a3-ba3d0b67fe01","964ee7a6-4e49-4aad-8768-1fabf85966eb","7.00","2022-09-09 16:50:58.000","2022-09-09 16:54:45.000","2022-09-09 17:02:17.000","2022-09-09 17:38:25.000","2022-09-09 17:57:36.000","2022-09-09 18:24:44.000","2022-09-09 18:24:44.000","2022-09-09 18:44:57.000","2022-09-09 19:37:58.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","7f1ef733-c5e0-414b-89b0-1779ea41c750","12bf54c5-2287-44e3-a145-922e0671ffc7","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00",,,,,,,,,,,
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","8c1805de-8a16-4f95-b708-d258676e3acd","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-06-27 16:45:27.000","2022-06-27 16:49:50.000","2022-06-27 17:06:57.000","2022-06-27 17:35:36.000","2022-06-27 18:14:18.000","2022-06-27 18:21:31.000","2022-06-27 18:21:31.000","2022-06-27 18:24:28.000","2022-06-27 19:03:18.000","42.350158","-71.103034"
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","e3ac0660-5898-4530-bd2a-81df92fe7f8e","964ee7a6-4e49-4aad-8768-1fabf85966eb","8.00","2022-06-27 17:23:20.000","2022-06-27 17:29:58.000","2022-06-27 17:33:16.000","2022-06-27 18:10:39.000","2022-06-27 18:27:52.000","2022-06-27 18:40:37.000","2022-06-27 18:40:37.000","2022-06-27 18:49:45.000","2022-06-27 19:40:52.000","42.350183","-71.103142"
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","745e5100-8812-4c6f-a33e-8a975bb03ab1","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-06-27 15:38:22.000","2022-06-27 15:45:42.000","2022-06-27 15:59:51.000","2022-06-27 16:27:31.000","2022-06-27 16:47:21.000","2022-06-27 16:52:30.000","2022-06-27 16:52:30.000","2022-06-27 17:05:06.000","2022-06-27 17:46:39.000","42.350214","-71.103312"
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","f21e5ca0-c3b9-4567-b91f-946c4ad59774","964ee7a6-4e49-4aad-8768-1fabf85966eb","11.00",,,,,,,,,,,
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","70d7f8f1-87ff-42c1-affb-64a78e1d85d6","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-06-27 16:23:28.000","2022-06-27 16:29:47.000","2022-06-27 16:39:16.000","2022-06-27 17:10:57.000","2022-06-27 17:55:30.000","2022-06-27 18:03:34.000","2022-06-27 18:03:34.000","2022-06-27 18:11:00.000","2022-06-27 19:00:14.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc1da31-7083-42b0-b914-f329e840ca12","bb8b808d-e24b-4812-b2c4-ed4fa2f3ff8d","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-06-27 15:57:59.000","2022-06-27 16:04:50.000","2022-06-27 16:12:50.000","2022-06-27 16:38:56.000","2022-06-27 17:30:23.000","2022-06-27 17:47:47.000","2022-06-27 17:47:47.000","2022-06-27 17:51:50.000","2022-06-27 18:35:30.000","42.350072","-71.102889"
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc85d8c-bc1a-4b8e-ab5a-f7b104940ab9","a73226ed-6393-4f6b-87e1-9866e454c2c3","bee71a1d-573f-4aee-ba50-4438524b0c49","10.00","2022-07-25 13:12:34.000","2022-07-25 13:22:13.000","2022-07-25 13:29:33.000","2022-07-25 13:53:27.000","2022-07-25 14:47:54.000","2022-07-25 15:55:34.000","2022-07-25 15:55:34.000","2022-07-25 16:12:14.000","2022-07-25 17:03:06.000",,
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc85d8c-bc1a-4b8e-ab5a-f7b104940ab9","605977c3-e2c4-4b44-910d-72cc46276487","bee71a1d-573f-4aee-ba50-4438524b0c49","10.00","2022-07-25 12:29:29.000","2022-07-25 12:35:21.000","2022-07-25 12:48:37.000","2022-07-25 13:21:25.000","2022-07-25 13:46:56.000","2022-07-25 14:21:43.000","2022-07-25 14:21:43.000","2022-07-25 15:53:41.000","2022-07-25 16:21:10.000","42.349840","-71.103918"
"7a7b13ad-e08f-440e-98ae-00358447798b","8dc85d8c-bc1a-4b8e-ab5a-f7b104940ab9","533ae542-a419-4865-bc42-5016d8f00d84","bee71a1d-573f-4aee-ba50-4438524b0c49","10.00","2022-07-25 11:43:46.000","2022-07-25 11:52:42.000","2022-07-25 12:04:58.000","2022-07-25 12:35:11.000","2022-07-25 12:52:54.000","2022-07-25 13:34:57.000","2022-07-25 13:34:57.000","2022-07-25 13:37:30.000","2022-07-25 14:05:59.000","42.349850","-71.103514"
"7a7b13ad-e08f-440e-98ae-00358447798b","adef7703-b288-4ee8-ba6d-71c98c70d6df","e1a5bfc3-5318-4bf8-a213-5e1fbdd870ab","964ee7a6-4e49-4aad-8768-1fabf85966eb","10.00","2022-08-01 15:44:40.000","2022-08-01 15:46:48.000","2022-08-01 15:58:20.000","2022-08-01 16:35:39.000","2022-08-01 17:41:45.000","2022-08-01 18:34:18.000","2022-08-01 18:34:18.000","2022-08-01 20:04:18.000","2022-08-01 20:04:22.000","42.350067","-71.102675"
